"siteID","Year","Longitude-DD","Latitude-DD","finalweight_all","TN","TP","TDS","LRBS","TotHab","VSCIVCPMI","MetalCCU","VSCIstatus","TotHabstatus","TNstatus","TPstatus","TDSstatus","MetalCCUstatus","LRBSstatus"
"2-LIJ003.06_2004",2004,-79.158912,37.884949,54.5948827292111,0.36,0.05,89,-1.225,143.5,77.41261535,0.6335,"Good",NA,"Good",NA,"Good","Good","Poor"
"2-MIW003.45",2004,-79.711857,37.996557,37.956487804878,0.1,0.01,39,0.578,171.5,79.67211506,0.6421,"Good","Good","Good","Good","Good","Good",NA
"2-RED003.65_2004",2004,-79.383514,37.508941,6.24755196629213,0.54,0.035,34,-0.517,166.5,60.91421671,0.6115,"Good","Good","Good",NA,"Good","Good",NA
"2-RKF026.13",2004,-78.822007,37.866973,24.9902078651685,0.35,0.025,38,0.085,152,64.76172077,0.6201,"Good","Good","Good",NA,"Good","Good","Good"
"2-RVN001.55",2004,-78.184723,37.762728,11.4655761589404,0.72,0.1,51,NA,121,62.51844314,0.7839,"Good",NA,"Good","Poor","Good","Good",NA
"2-STV000.48",2004,-80.186796,37.620492,37.956487804878,0.1,0.01,24,0.231,170,75.10417464,0.9503,"Good","Good","Good","Good","Good","Good","Good"
"2-TYE008.77_2004",2004,-78.903283,37.633197,2.8663940397351,0.17,0.035,27,0.616,172.5,74.46122548,0.63,"Good","Good","Good",NA,"Good","Good",NA
"2-WDC002.90",2004,-78.5873,38.150285,54.1782178217822,0.23,0.015,43,-0.686,147.5,72.08256822,0.6071,"Good",NA,"Good","Good","Good","Good",NA
"2-WIC004.64",2004,-78.882214,37.477765,24.9902078651685,0.42,0.02,62,-0.534,149,70.99301608,0.632,"Good",NA,"Good","Good","Good","Good",NA
"2-XVX000.62_2004",2004,-77.989567,37.707717,54.5948827292111,0.22,0.025,52,-1.447,142,66.48391339,0.6948,"Good",NA,"Good",NA,"Good","Good","Poor"
"3-FIK001.03",2004,-78.304888,38.449487,54.1782178217822,0.31,0.05,40,-1.121,154,67.4014,0.6621,"Good","Good","Good",NA,"Good","Good","Poor"
"3-MIC008.55",2004,-77.259293,38.132818,54.1782178217822,0.39,0.02,52,NA,157.5,42.72080382,0.8457,"Poor","Good","Good","Good","Good","Good",NA
"3-RAP028.98",2004,-77.955713,38.356171,11.4655761589404,0.89,0.03,47,NA,170,71.53454558,0.7548,"Good","Good","Good",NA,"Good","Good",NA
"3-THU006.90",2004,-77.970492,38.784367,37.956487804878,1.14,0.05,68,-1.93,131.5,66.6831679,0.5736,"Good",NA,NA,NA,"Good","Good","Poor"
"4ABAR001.74",2004,-79.216665,36.748189,218.379530916844,0.32,0.05,81,-1.143,130,61.29924719,0.6642,"Good",NA,"Good",NA,"Good","Good","Poor"
"4ABAU011.17_2004",2004,-79.834546,36.781529,13.5445544554455,0.68,0.04,50,-1.178,120,51.35508817,0.7576,NA,"Poor","Good",NA,"Good","Good","Poor"
"4ABOR019.84",2004,-79.401959,37.271899,11.4655761589404,0.73,0.06,66,NA,158,44.81942901,0.6579,"Poor","Good","Good","Poor","Good","Good",NA
"4ABOS000.13",2004,-78.926921,36.557967,54.1782178217822,0.22,0.01,113,-1.921,128,48.0320781,0.4926,"Poor",NA,"Good","Good",NA,"Good","Poor"
"4ABWR029.51",2004,-79.829901,37.049217,24.9902078651685,1.02,0.1,21,-0.744,152,55.61969315,0.7992,NA,"Good",NA,"Poor","Good","Good",NA
"4ADAN183.06",2004,-80.447372,36.650152,37.956487804878,0.8,0.02,36,0.264,163.5,80.21793463,0.6831,"Good","Good","Good","Good","Good","Good","Good"
"4ALBT003.07",2004,-80.165264,36.792348,54.1782178217822,0.26,0.01,47,-0.476,140,74.31538247,0.7205,"Good",NA,"Good","Good","Good","Good","Good"
"4AORR002.63",2004,-79.356143,37.228074,54.1782178217822,0.28,0.03,46,0.25,182.5,59.90618474,0.6675,NA,"Good","Good",NA,"Good","Good","Good"
"4AROA202.20",2004,-79.915147,37.263158,11.4655761589404,0.49,0.025,191,NA,135.5,62.8926753,NA,"Good",NA,"Good",NA,NA,NA,NA
"4AXUO000.49",2004,-79.605376,37.111161,218.379530916844,0.5,0.015,74,-0.776,141,69.99343681,0.7548,"Good",NA,"Good","Good","Good","Good",NA
"4AXUP000.06",2004,-79.096493,37.17479,218.379530916844,0.59,0.05,49,-1.122,133,47.06767709,0.7161,"Poor",NA,"Good",NA,"Good","Good","Poor"
"5ABLW038.69",2004,-76.840302,36.856711,11.4655761589404,1.33,0.12,93,NA,168,54.39209766,1.471,NA,"Good",NA,"Poor","Good",NA,NA
"5AKIT002.65_2004",2004,-78.357878,36.929902,54.5948827292111,3.02,0.145,108,-0.956,132,31.85731176,0.557,"Poor",NA,"Poor","Poor",NA,"Good",NA
"5ANTW020.23",2004,-77.043146,36.673286,8.19505,0.78,0.07,80,NA,169,63.54704239,1.314,"Good","Good","Good","Poor","Good",NA,NA
"5ANTW058.88",2004,-77.237588,36.975123,8.19505,0.45,0.05,64,NA,141,77.59157117,0.8543,"Good",NA,"Good",NA,"Good","Good",NA
"5ANTW093.62",2004,-77.587092,36.859388,24.9902078651685,0.67,0.04,68,NA,166,71.50836734,0.972,"Good","Good","Good",NA,"Good","Good",NA
"5ARSK003.66",2004,-77.772776,36.59609,37.956487804878,0.45,0.05,79,-1.626,147,60.10011484,0.6062,"Good",NA,"Good",NA,"Good","Good","Poor"
"5AXEY000.38",2004,-77.435315,37.139549,54.1782178217822,1.73,0.06,79,NA,163,56.3,1.453,NA,"Good",NA,"Poor","Good",NA,NA
"6AFOX001.69_2004",2004,-82.166192,37.159156,13.5445544554455,0.3,0.01,124,-0.026,139.5,71.2024398,0.4042,"Good",NA,"Good","Good",NA,"Good","Good"
"6BLSR004.78",2004,-82.473416,36.872093,54.1782178217822,0.18,0.01,23,0.34,165,69.76553384,0.6232,"Good","Good","Good","Good","Good","Good","Good"
"6CPSM017.73",2004,-82.738622,36.606807,37.956487804878,0.56,0.025,173,-0.299,121,70.25417842,0.2603,"Good",NA,"Good",NA,NA,"Good","Good"
"6CSFH098.10",2004,-81.621302,36.765333,24.9902078651685,0.68,0.015,101,0.537,151.5,74.98560725,0.3708,"Good","Good","Good","Good",NA,"Good",NA
"6CSTC000.87",2004,-81.646055,36.744917,54.1782178217822,0.67,0.025,111,0.171,128,67.34190006,0.3649,"Good",NA,"Good",NA,NA,"Good","Good"
"7-XDM000.50",2004,-76.59531,37.594372,218.379530916844,1.88,0.1,150,-0.902,142,61.9395818,0.3427,"Good",NA,NA,"Poor",NA,"Good",NA
"8-PCT007.71",2004,-77.45173,37.972637,24.9902078651685,0.69,0.07,68,NA,168.5,62.75950868,1.124,"Good","Good","Good","Poor","Good",NA,NA
"8-PMK063.58",2004,-77.241553,37.699993,11.4655761589404,0.59,0.04,72,NA,130,63.94772244,1.179,"Good",NA,"Good",NA,"Good",NA,NA
"8-POR015.70_2004",2004,-77.639797,38.203262,6.24755196629213,0.3,0.03,50,-0.683,165,59.77037697,1.014,NA,"Good","Good",NA,"Good",NA,NA
"9-LRV035.03",2004,-80.383104,36.998699,11.4655761589404,0.61,0.02,49,-0.645,134,58.03533789,0.6855,NA,NA,"Good","Good","Good","Good",NA
"9-PKC005.95",2004,-80.727471,37.04755,24.9902078651685,1.18,0.01,215,0.648,175.5,60.63093459,0.4496,"Good","Good",NA,"Good",NA,"Good",NA
"9-RIC051.80",2004,-80.531314,36.688988,37.956487804878,0.78,0.02,33,-0.402,126.5,53.49127381,0.798,NA,NA,"Good","Good","Good","Good","Good"
"9-SFK002.81",2004,-81.187518,36.984827,37.956487804878,0.14,0.01,45,-0.203,168.5,63.53595468,0.9849,"Good","Good","Good","Good","Good","Good","Good"
"1AAUA017.60",2005,-77.466395,38.490355,37.956487804878,0.38,0.04,59,-0.086,149.5,61.075,1.236,"Good",NA,"Good",NA,"Good",NA,"Good"
"1ABUL009.61",2005,0,38.799244,11.4655761589404,7.18,0.04,319,NA,134.5,41.96,0.4322,"Poor",NA,"Poor",NA,NA,"Good",NA
"1AXKR000.77",2005,-77.590456,39.257841,218.379530916844,1.85,0.05,120,-0.435,142,74.68,0.5055,"Good",NA,NA,NA,NA,"Good","Good"
"1BMIC001.99",2005,-78.814542,38.329123,54.1782178217822,3.68,0.18,292,-1.814,123.5,44.475,0.4119,"Poor",NA,"Poor","Poor",NA,"Good","Poor"
"1BSTH013.58",2005,-78.859945,38.163763,24.9902078651685,1.39,0.06,136,0.597,155,49.98,0.3506,"Poor","Good",NA,"Poor",NA,"Good",NA
"2-APP037.08",2005,-77.728634,37.28548,8.19505,0.41,0.05,72,NA,143,67.665,0.7594,"Good",NA,"Good",NA,"Good","Good",NA
"2-BGU005.95",2005,-78.274432,37.420829,37.956487804878,0.54,0.04,66,-0.835,135,62.28,1.201,"Good",NA,"Good",NA,"Good",NA,NA
"2-BSR018.10",2005,-78.43578,37.10997,54.1782178217822,0.18,0.02,87,-0.448,139,59.015,0.5283,NA,NA,"Good","Good","Good","Good","Good"
"2-CSR003.94",2005,-80.105198,37.727993,218.379530916844,0.2,0.02,50,-0.786,177.5,75.635,0.4321,"Good","Good","Good","Good","Good","Good",NA
"2-CWP006.87",2005,-79.739098,37.809565,24.9902078651685,0.14,0.01,75,0.318,185.5,79.575,0.411,"Good","Good","Good","Good","Good","Good","Good"
"2-JOH004.23",2005,-77.833575,37.577717,37.956487804878,0.46,0.02,59,-1.391,137,57.04,0.6472,NA,NA,"Good","Good","Good","Good","Poor"
"2-MRY000.32",2005,-79.443329,37.629606,11.4655761589404,0.49,0.04,133,NA,120,57.51,0.3169,NA,"Poor","Good",NA,NA,"Good",NA
"2-MRY043.42",2005,-79.457363,37.945116,24.9902078651685,0.22,0.01,58,0.918,170,63.255,0.5587,"Good","Good","Good","Good","Good","Good",NA
"2-PWH001.70",2005,-77.301521,37.581197,54.1782178217822,2.16,0.01,51,-2.605,160,54.52115731,0.7363,NA,"Good","Poor","Good","Good","Good","Poor"
"2-RGR001.11",2005,-79.892596,37.70515,54.1782178217822,0.79,0.05,173,0.246,185.5,73.755,0.2574,"Good","Good","Good",NA,NA,"Good","Good"
"2-RKF015.42",2005,-78.758801,37.812651,24.9902078651685,0.27,0.02,41,-1.014,153,71.48,0.5138,"Good","Good","Good","Good","Good","Good","Poor"
"2-RSM001.88",2005,-78.07876,37.816143,218.379530916844,0.2,0.02,55,-1.832,142,49.73,0.6858,"Poor",NA,"Good","Good","Good","Good","Poor"
"3-BLU000.54",2005,-78.197281,38.24067,37.956487804878,1.26,0.05,68,-0.679,107,60.175,0.6202,"Good","Poor",NA,NA,"Good","Good",NA
"3-CAE001.45",2005,-77.909652,38.709471,24.9902078651685,0.54,0.02,65,-1.338,120.5,68.96,0.6946,"Good",NA,"Good","Good","Good","Good","Poor"
"3-RPP150.20",2005,-77.874959,38.582061,11.4655761589404,0.64,0.03,62,NA,155,77.875,0.6034,"Good","Good","Good",NA,"Good","Good",NA
"4AATD003.36",2005,-78.907494,36.920772,54.1782178217822,0.19,0.05,66,-1.255,122.5,66.56,0.6782,"Good",NA,"Good",NA,"Good","Good","Poor"
"4ABWR045.01",2005,-79.916902,37.044097,24.9902078651685,0.58,0.02,51,-1.205,135,66.205,0.6375,"Good",NA,"Good","Good","Good","Good","Poor"
"4ACOX007.73",2005,-78.251901,36.720172,54.1782178217822,0.5,0.06,NA,-0.959,145,50.755,0.5393,NA,NA,"Good","Poor",NA,"Good",NA
"4AFSF004.02",2005,-78.985179,37.220428,37.956487804878,0.18,0.02,50,-0.699,163,62.42,0.661,"Good","Good","Good","Good","Good","Good",NA
"4AMFK000.52",2005,-79.865031,36.853165,54.1782178217822,0.2,0.02,31,-1.497,101.5,73.655,0.5803,"Good","Poor","Good","Good","Good","Good","Poor"
"4ARSF007.29",2005,-80.236373,37.16972,11.4655761589404,0.49,0.01,143,-0.551,167,74.455,0.295,"Good","Good","Good","Good",NA,"Good",NA
"4ASMR002.77",2005,-80.025842,36.545066,24.9902078651685,0.4,0.04,42,-0.016,162.5,75.89,0.6255,"Good","Good","Good",NA,"Good","Good","Good"
"4ATRD000.35",2005,-79.645909,36.676994,37.956487804878,0.35,0.02,47,-0.857,130.5,64.06,0.6581,"Good",NA,"Good","Good","Good","Good",NA
"4AWEL000.59",2005,-79.505656,37.256679,54.1782178217822,1.16,0.06,72,-1.124,124.5,52.615,0.6598,NA,NA,NA,"Poor","Good","Good","Poor"
"4AXMU001.98",2005,-79.730803,36.672187,54.1782178217822,0.51,0.01,53,-1.163,138.5,77.46,0.5556,"Good",NA,"Good","Good","Good","Good","Poor"
"4AXUS000.65",2005,-79.100542,36.788677,218.379530916844,0.4,0.01,46,-1.141,141,70.05,0.7046,"Good",NA,"Good","Good","Good","Good","Poor"
"5AFNY004.78",2005,-78.497382,36.842449,218.379530916844,0.47,0.02,126,-3.632,69.5,18.105,0.3857,"Poor","Poor","Good","Good",NA,"Good","Poor"
"5ANTW103.18",2005,-77.672222,36.90055,24.9902078651685,0.32,0.02,59,-0.829,152,67.23,0.6976,"Good","Good","Good","Good","Good","Good",NA
"6APNR034.58",2005,-82.597022,37.118619,24.9902078651685,0.64,0.01,405,-0.86,95,33.13,0.5758,"Poor","Poor","Good","Good","Poor","Good",NA
"6ARPC002.45",2005,-82.265776,37.207757,37.956487804878,0.6,0.02,248,-0.162,132,39.33,0.4301,"Poor",NA,"Good","Good",NA,"Good","Good"
"6BDRA001.07",2005,-82.781837,36.731276,54.1782178217822,0.26,0.01,47,NA,152,79.12,0.4834,"Good","Good","Good","Good","Good","Good",NA
"6BLTR025.03",2005,-81.739359,37.022731,37.956487804878,1.42,0.02,140,0.022,150,77.645,0.2766,"Good",NA,NA,"Good",NA,"Good","Good"
"6CMFH023.41",2005,-81.731588,36.769244,24.9902078651685,1.18,0.02,176,-0.395,121,54.655,0.2525,NA,NA,NA,"Good",NA,"Good","Good"
"6CSFH104.35",2005,-81.537467,36.760727,37.956487804878,0.55,0.01,82,-0.119,137,67.995,0.4229,"Good",NA,"Good","Good","Good","Good","Good"
"7-GLF003.77",2005,-75.643902,37.819928,218.379530916844,3.51,0.06,144,NA,157,53.13753737,0.8398,NA,"Good","Poor","Poor",NA,"Good",NA
"8-NAR025.28",2005,-77.617104,37.949384,11.4655761589404,0.46,0.02,48,-1.181,162,69.74,1.34,"Good","Good","Good","Good","Good",NA,"Poor"
"8-STH006.43",2005,-77.472289,38.057595,24.9902078651685,0.46,0.04,70,-2.113,150.5,64.41127364,1.043,"Good","Good","Good",NA,"Good",NA,"Poor"
"9-CPL009.78",2005,-81.051064,36.832649,24.9902078651685,0.97,0.01,129,-0.316,142,70.24,0.2558,"Good",NA,"Good","Good",NA,"Good","Good"
"9-ELK013.81",2005,-81.164599,36.710784,24.9902078651685,1.2,0.05,59,-1.534,80,42.825,0.5997,"Poor","Poor",NA,NA,"Good","Good","Poor"
"9-LFK005.39",2005,-81.171301,37.243087,54.1782178217822,0.15,0.01,20,-0.819,155,64.635,1.155,"Good","Good","Good","Good","Good",NA,NA
"9-LRV004.89",2005,-80.544056,37.049322,11.4655761589404,0.58,0.01,52,-0.675,160.5,58.82,0.4308,NA,"Good","Good","Good","Good","Good",NA
"1ACRM009.86",2006,-77.83834621,38.8877519,54.1782178217822,0.47,0.035,80,-1.069,125.5,70.44,0.5829,"Good",NA,"Good",NA,"Good","Good","Poor"
"1AGOO036.47",2006,-77.86691869,38.93869439,24.9902078651685,0.73,0.015,94,-0.177,125,68.535,0.455,"Good",NA,"Good","Good","Good","Good","Good"
"1ALOE001.99",2006,-77.25797373,38.82031556,54.1782178217822,0.88,0.04,102,-0.623,105,27,0.6913,"Poor","Poor","Good",NA,NA,"Good",NA
"1AXGU000.18",2006,-77.79316403,39.01434325,218.379530916844,0.92,0.175,154,-0.972,132.5,67.83,0.3825,"Good",NA,"Good","Poor",NA,"Good",NA
"2-APP080.58",2006,-78.09343289,37.45096379,11.4655761589404,0.38,0.025,72,-1.609,143,62.505,0.4825,"Good",NA,"Good",NA,"Good","Good","Poor"
"2-APP095.21",2006,-78.23963362,37.37696825,11.4655761589404,0.42,0.05,75,NA,136,47.04,0.6414,"Poor",NA,"Good",NA,"Good","Good",NA
"2AXQS001.07",2006,-79.7736135,37.71675207,54.1782178217822,0.1,0.01,28,1.221,198,81.825,0.6095,"Good","Good","Good","Good","Good","Good",NA
"2-BCC001.90",2006,-79.9057917,38.04965682,54.1782178217822,0.42,0.01,66,0.662,189,74.255,0.3847,"Good","Good","Good","Good","Good","Good",NA
"2-NBS001.56",2006,-78.66682657,37.23021655,54.1782178217822,0.24,0.015,52,-1.059,128.5,58.765,0.5689,NA,NA,"Good","Good","Good","Good","Poor"
"2-PLP002.24",2006,-78.86268296,37.38757735,54.1782178217822,0.35,0.01,70,-0.751,100,49.975,0.5161,"Poor","Poor","Good","Good","Good","Good",NA
"2-POS002.62",2006,-77.15770263,37.44754429,54.1782178217822,0.36,0.025,28,-2.434,152,55.52667594,0.6458,NA,"Good","Good",NA,"Good","Good","Poor"
"2-PRD004.42",2006,-78.35497815,38.1696001,54.1782178217822,0.4,0.02,50,-1.41,116.5,61.02,0.5416,"Good","Poor","Good","Good","Good","Good","Poor"
"2-PWT001.97",2006,-77.52699649,37.52419167,54.1782178217822,0.49,0.03,117,NA,127.5,28.685,0.5086,"Poor",NA,"Good",NA,NA,"Good",NA
"2-TLR000.52",2006,-78.81463869,37.93242491,54.1782178217822,0.15,0.04,35,-0.854,140.5,57.225,0.5816,NA,NA,"Good",NA,"Good","Good",NA
"2-TYE008.44",2006,-78.90344737,37.62930255,11.4655761589404,0.26,0.025,32,NA,169,69.775,0.5876,"Good","Good","Good",NA,"Good","Good",NA
"3-MTN018.83",2006,-77.95552428,38.45563365,37.956487804878,5.02,0.2,201,-1.486,121.5,24.25,2.099,"Poor",NA,"Poor","Poor",NA,"Poor","Poor"
"3-RAP053.02",2006,-78.2003338,38.24451607,24.9902078651685,0.44,0.03,40,-0.424,135.5,74.905,0.5982,"Good",NA,"Good",NA,"Good","Good","Good"
"3-XFB001.00",2006,-77.41335375,38.2199161,218.379530916844,0.43,0.065,44,-1.885,114,67.37891884,1.292,"Good","Poor","Good","Poor","Good",NA,"Poor"
"4ABCE000.87",2006,-79.94722919,37.04986196,54.1782178217822,1.19,0.055,56,-0.359,130,40.09,0.6728,"Poor",NA,NA,"Poor","Good","Good","Good"
"4ACLB001.90",2006,-78.91039492,36.58867065,37.956487804878,0.42,0.025,115,0.763,141,45.215,0.7054,"Poor",NA,"Good",NA,NA,"Good",NA
"4AGSE015.07",2006,-79.53623863,37.1690941,24.9902078651685,0.43,0.03,99,-0.106,151,73.12,0.396,"Good","Good","Good",NA,"Good","Good","Good"
"4APGG025.20",2006,-79.68231932,36.94744277,11.4655761589404,0.66,0.03,58,NA,151,73.71,0.687,"Good","Good","Good",NA,"Good","Good",NA
"4AROC006.55",2006,-78.6615563,36.94395408,37.956487804878,0.31,0.03,76,NA,138,70.57,0.5856,"Good",NA,"Good",NA,"Good","Good",NA
"4AWFE001.57",2006,-79.21561878,36.59077526,54.1782178217822,0.56,0.19,140,0.023,127,52.36,NA,NA,NA,"Good","Poor",NA,NA,"Good"
"4AXMX003.62",2006,-79.92108364,36.78495227,54.1782178217822,0.39,0.025,28,-1.04,138.5,68.81,0.6308,"Good",NA,"Good",NA,"Good","Good","Poor"
"4AXMY000.22",2006,-79.63871634,36.83334274,218.379530916844,0.19,0.02,41,-1.466,155,75.34,0.6906,"Good","Good","Good","Good","Good","Good","Poor"
"4AXUY000.58",2006,-78.8769987,36.64839836,218.379530916844,0.38,0.05,125,-1.106,134,34.175,0.4194,"Poor",NA,"Good",NA,NA,"Good","Poor"
"5ABKH005.16",2006,-77.17435892,36.71344746,54.1782178217822,1.44,0.09,134,NA,142,40.37873389,0.9326,"Poor",NA,NA,"Poor",NA,"Good",NA
"5ANTW059.89",2006,-77.24915073,36.97103923,8.19505,0.28,0.04,60,NA,145.5,86.29745305,0.8096,"Good",NA,"Good",NA,"Good","Good",NA
"5ARYR001.23",2006,-77.83328712,36.77540344,37.956487804878,1.21,0.08,87,-1.343,144.5,21.365,1.301,"Poor",NA,NA,"Poor","Good",NA,"Poor"
"5AXGI001.79",2006,-76.94108213,36.66553902,218.379530916844,1.27,0.325,187,NA,44,22.31799671,1.792,"Poor","Poor",NA,"Poor",NA,NA,NA
"6ASLV000.85",2006,-82.17211931,37.09016245,218.379530916844,0.49,0.02,116,-0.978,140,46.055,0.4679,"Poor",NA,"Good","Good",NA,"Good",NA
"6BLUR000.60",2006,-81.99738133,37.04818723,54.1782178217822,1.1,0.025,124,-0.644,145,64.995,0.2908,"Good",NA,NA,NA,NA,"Good",NA
"6CBMC006.40",2006,-82.5411329,36.6593489,37.956487804878,0.73,0.01,178,0.273,158,79.985,0.2051,"Good","Good","Good","Good",NA,"Good","Good"
"6CNFH014.72",2006,-82.50320063,36.62199954,24.9902078651685,0.5,0.01,189,NA,110,53.3,0.2754,NA,"Poor","Good","Good",NA,"Good",NA
"6CNFH067.13",2006,-81.95956048,36.80998471,24.9902078651685,0.55,0.02,163,0.18,146,60.135,0.3145,"Good",NA,"Good","Good",NA,"Good","Good"
"6CXEE000.72",2006,-81.51085778,36.71369862,218.379530916844,0.18,0.01,15,-1.703,159,63.735,0.8447,"Good","Good","Good","Good","Good","Good","Poor"
"8-PGN002.42",2006,-77.80894869,38.12339107,54.1782178217822,0.18,0.015,43,0.118,154.5,63.63,0.8974,"Good","Good","Good","Good","Good","Good","Good"
"8-PMK077.53",2006,-77.3171883,37.74368181,11.4655761589404,0.42,0.04,94,NA,160.5,59.53799676,0.9609,NA,"Good","Good",NA,"Good","Good",NA
"8-SOB000.15",2006,-77.09087891,37.57151243,37.956487804878,0.37,0.04,134,-1.331,149.5,60.45616217,0.3237,"Good",NA,"Good",NA,NA,"Good","Poor"
"8-XID000.08",2006,-76.97538838,37.76880926,54.1782178217822,2.4,0.045,74,-2.239,139,68.51041767,0.6783,"Good",NA,"Poor",NA,"Good","Good","Poor"
"9-CPL012.73",2006,-81.08702885,36.83618083,24.9902078651685,0.5,0.015,98,-0.875,154,74.23,0.3109,"Good","Good","Good","Good","Good","Good",NA
"9-LEF005.25",2006,-80.71917861,36.69103316,218.379530916844,0.55,0.01,62,-0.433,155,71.35,0.6565,"Good","Good","Good","Good","Good","Good","Good"
"9-LWK004.04",2006,-80.76809547,37.17309013,37.956487804878,0.14,0.01,37,0.595,153,73.91,0.7223,"Good","Good","Good","Good","Good","Good",NA
"9-SMN001.14",2006,-80.36870571,36.95155106,218.379530916844,0.41,0.015,33,-1.369,147,68.04,0.6955,"Good",NA,"Good","Good","Good","Good","Poor"
"9-TOM006.92",2006,-80.50673193,37.23269965,54.1782178217822,0.58,0.035,201,-0.692,129.5,71.805,0.2889,"Good",NA,"Good",NA,NA,"Good",NA
"9-WLK052.27",2006,-81.02101109,37.10464121,24.9902078651685,0.48,0.02,137,0.229,170,68.005,0.2588,"Good","Good","Good","Good",NA,"Good","Good"
"1AGOO021.28",2007,-77.68313386,39.01264402,24.9902078651685,1.02,0.03,87,-0.731,139,64.97658131,0.5042,"Good",NA,NA,NA,"Good","Good",NA
"1ANOF004.80",2007,-77.65473785,38.81286103,54.1782178217822,2.55,0.025,135,0.883,157.5,50.45297794,0.5122,NA,"Good","Poor",NA,NA,"Good",NA
"1BNFS020.11",2007,-78.38914729,38.94936602,24.9902078651685,0.765,0.035,192,NA,156.5,68.61492997,0.2837,"Good","Good","Good",NA,NA,"Good",NA
"1BNTH046.56",2007,-79.23751331,38.33238264,54.1782178217822,0.26,0.01,17,0.06,176,70.81702097,0.5582,"Good","Good","Good","Good","Good","Good","Good"
"1BSMT009.08",2007,-78.65511242,38.6608366,37.956487804878,2.615,0.095,286,-1.404,130,58.89336959,0.2263,NA,NA,"Poor","Poor",NA,"Good","Poor"
"2-BVC003.09",2007,-78.72229743,37.73593646,37.956487804878,0.22,0.02,48,-0.202,169.5,73.11411404,0.6501,"Good","Good","Good","Good","Good","Good","Good"
"2-CHK070.14",2007,-77.4379072,37.67636604,24.9902078651685,0.75,0.075,92,-0.195,155,63.26842231,1.742,"Good","Good","Good","Poor","Good",NA,"Good"
"2-CLL003.21",2007,-79.58305986,37.78170985,37.956487804878,0.36,0.02,167,0.151,161,50.69802474,0.2563,NA,"Good","Good","Good",NA,"Good","Good"
"2-HYS005.45",2007,-79.36546351,37.93132441,37.956487804878,1.23,0.025,247,-0.75,152,61.63984505,0.1898,"Good","Good",NA,NA,NA,"Good",NA
"2-JKS020.41",2007,-80.00897974,37.76145762,11.4655761589404,0.565,0.07,236,NA,159,48.12623032,0.6752,"Poor","Good","Good","Poor",NA,"Good",NA
"2-RVN012.84",2007,-78.24565525,37.82561023,11.4655761589404,1.905,0.205,66,NA,137.5,71.60277807,0.9409,"Good",NA,NA,"Poor","Good","Good",NA
"2-SKM001.04",2007,-78.67313052,38.04161038,54.1782178217822,0.335,0.02,73,-0.873,145,55.57168903,0.5405,NA,NA,"Good","Good","Good","Good",NA
"2-SLT003.00",2007,-78.36879356,37.70809425,24.9902078651685,0.22,0.01,66,0.258,148,71.53421647,0.7106,"Good",NA,"Good","Good","Good","Good","Good"
"2-WLL001.83",2007,-79.08256485,37.57082071,218.379530916844,0.105,0.05,40,-0.999,141,56.67869136,0.6048,NA,NA,"Good",NA,"Good","Good",NA
"2-WLM000.69",2007,-79.0980086,37.40897342,54.1782178217822,1,0.05,77,0.127,161,61.00752552,0.5609,"Good","Good","Good",NA,"Good","Good","Good"
"3-HUH001.19",2007,-77.23541354,38.25647487,218.379530916844,3.37,0.02,105,0.341,138,26.95628076,2.818,"Poor",NA,"Poor","Good",NA,"Poor","Good"
"3-ROB004.98",2007,-78.10828172,38.34870503,24.9902078651685,0.615,0.025,45,-0.23,144.5,71.12235148,0.634,"Good",NA,"Good",NA,"Good","Good","Good"
"3-RPP148.18",2007,-77.82813902,38.53581181,11.4655761589404,0.5,0.025,60,0.346,104,69.22616288,0.8128,"Good","Poor","Good",NA,"Good","Good","Good"
"4ABST014.94",2007,-78.58417317,36.7848552,24.9902078651685,0.445,0.035,96,-0.538,118,49.42543261,0.5973,"Poor","Poor","Good",NA,"Good","Good",NA
"4ABVE002.18",2007,-79.77109075,37.25851835,37.956487804878,0.23,0.03,52,-0.636,153,66.70494755,0.6406,"Good","Good","Good",NA,"Good","Good",NA
"4ACEC000.82",2007,-79.53321299,36.99434588,37.956487804878,0.12,0.015,46,0.071,162,66.56153902,0.6417,"Good","Good","Good","Good","Good","Good","Good"
"4ALOR007.20",2007,-79.45187203,37.29420285,37.956487804878,1.615,0.385,83,-0.248,135.5,52.70124881,0.6101,NA,NA,NA,"Poor","Good","Good","Good"
"4ALWF007.13",2007,-79.77860363,36.75796864,218.379530916844,0.16,0.025,42,-1.192,130,65.29426122,0.6418,"Good",NA,"Good",NA,"Good","Good","Poor"
"4AMSP000.96",2007,-80.35865924,37.26455731,54.1782178217822,0.775,0.015,330,-0.471,150,65.61,0.1758,"Good",NA,"Good","Good",NA,"Good","Good"
"4AROC010.68",2007,-78.56410796,37.1086978,37.956487804878,0.56,0.025,69,-1.743,150.5,43.16481917,0.9281,"Poor","Good","Good",NA,"Good","Good","Poor"
"4ASMR017.72",2007,-80.14860006,36.56821947,24.9902078651685,0.45,0.03,40,-0.456,160.5,68.83749602,0.7497,"Good","Good","Good",NA,"Good","Good","Good"
"4ATKR010.54",2007,-79.91355458,37.36127973,24.9902078651685,0.68,0.02,266,-1.327,143.5,62.26170939,0.2089,"Good",NA,"Good","Good",NA,"Good","Poor"
