"Type","Subpopulation","Indicator","Statistic","NResp","Estimate","StdError","LCB95Pct","UCB95Pct"
"Region","Southeastern Plains","VSCIVCPMI","Variance",61,318.597526151858,"65.9336419760702",189.369962509202,447.825089794514
"Region","Southeastern Plains","VSCIVCPMI","Std. Deviation",61,17.8493004387247,"1.84695311175963",14.2293388585417,21.4692620189078
"Region","Blue Ridge Mountains","VSCIVCPMI","1Pct",1,29.545,"",29.545,53.7836706560339
"Region","Blue Ridge Mountains","VSCIVCPMI","5Pct",3,44.8744338838556,"",29.545,55.7233974854381
"Region","Blue Ridge Mountains","VSCIVCPMI","10Pct",7,54.9030570336246,"",29.545,62.6604005167149
"Region","Blue Ridge Mountains","VSCIVCPMI","15Pct",11,58.5340655204528,"",53.7289549443512,63.7260414921167
"Region","Blue Ridge Mountains","VSCIVCPMI","20Pct",14,63.5894935702256,"",55.1094391962847,65.9023169700464
"Region","Blue Ridge Mountains","VSCIVCPMI","25Pct",15,63.7318569701756,"",57.8805111156651,68.548848477074
"Region","Blue Ridge Mountains","VSCIVCPMI","30Pct",18,65.9137784685241,"",63.5028211684195,71.2275584230145
"Region","Blue Ridge Mountains","VSCIVCPMI","35Pct",21,68.038846259716,"",63.7240068259526,73.4112551801975
"Region","Blue Ridge Mountains","VSCIVCPMI","40Pct",27,70.9073197288404,"",65.7024466863611,75.3006354026979
"Region","Blue Ridge Mountains","VSCIVCPMI","45Pct",29,71.9195173483572,"",68.0052080564563,76.4416646892388
"Region","Blue Ridge Mountains","VSCIVCPMI","50Pct",33,75.0785503785163,"",69.8494858922104,76.9804145248789
"Region","Blue Ridge Mountains","VSCIVCPMI","55Pct",37,76.1421595829604,"",71.4266806481891,77.6059555025588
"Region","Blue Ridge Mountains","VSCIVCPMI","60Pct",40,76.840348148393,"",74.3629024660416,79.0781027412601
"Region","Blue Ridge Mountains","VSCIVCPMI","65Pct",41,77.3485021068283,"",75.2621197549,80.2053979113329
"Region","Blue Ridge Mountains","VSCIVCPMI","70Pct",45,77.8508976270609,"",76.540338446827,81.0619445809184
"Region","Blue Ridge Mountains","VSCIVCPMI","75Pct",46,79.4798324748917,"",77.0750138277699,81.2867467745105
"Region","Blue Ridge Mountains","VSCIVCPMI","80Pct",51,80.7335526509742,"",77.7427349183223,82.0285619118395
"Region","Blue Ridge Mountains","VSCIVCPMI","85Pct",53,81.2591006707748,"",79.4877159008744,82.33542545355
"Region","Blue Ridge Mountains","VSCIVCPMI","90Pct",55,81.9538753361934,"",80.9259012721951,84.4658627455367
"Region","Blue Ridge Mountains","VSCIVCPMI","95Pct",57,82.3538179884036,"",81.8341807217734,85.4
"Region","Blue Ridge Mountains","VSCIVCPMI","99Pct",59,84.682316853996,"",82.1603767398617,85.4
"Region","Blue Ridge Mountains","VSCIVCPMI","Mean",61,70.8394715701041,"1.5621913592769",67.7776327689617,73.9013103712465
"Region","Blue Ridge Mountains","VSCIVCPMI","Variance",61,145.791177667214,"44.614894269856",58.3475917242334,233.234763610194
"Region","Blue Ridge Mountains","VSCIVCPMI","Std. Deviation",61,12.0744017519384,"1.84749916337236",8.45336993026071,15.6954335736161
"Region","Mountain Bioregion","VSCIVCPMI","1Pct",1,29.545,"",29.545,37.3954112941971
"Region","Mountain Bioregion","VSCIVCPMI","5Pct",6,38.2571316246044,"",34.7192307121054,41.8481690853022
"Region","Mountain Bioregion","VSCIVCPMI","10Pct",20,45.2981109465989,"",39.3887049777608,48.6818309636137
"Region","Mountain Bioregion","VSCIVCPMI","15Pct",36,50.6996625518905,"",45.5070545789213,52.9948026637819
"Region","Mountain Bioregion","VSCIVCPMI","20Pct",46,53.0241549633051,"",50.620582037918,55.5313812026291
"Region","Mountain Bioregion","VSCIVCPMI","25Pct",60,55.4620666433373,"",52.8911567541177,59.6806866058498
"Region","Mountain Bioregion","VSCIVCPMI","30Pct",83,58.9975649274534,"",54.5655932655909,62.02373518542
"Region","Mountain Bioregion","VSCIVCPMI","35Pct",107,61.942328139476,"",58.4176621881708,63.7277678207202
"Region","Mountain Bioregion","VSCIVCPMI","40Pct",121,63.6973587399767,"",61.5655652357191,66.1111735883298
"Region","Mountain Bioregion","VSCIVCPMI","45Pct",135,66.0352599119682,"",63.5391488369569,67.8305593384431
"Region","Mountain Bioregion","VSCIVCPMI","50Pct",152,67.6551475413377,"",65.6904006718073,69.7702468552794
"Region","Mountain Bioregion","VSCIVCPMI","55Pct",169,69.0621867987807,"",67.5490019267792,71.4179480997584
"Region","Mountain Bioregion","VSCIVCPMI","60Pct",195,71.3444185781309,"",68.8104245030676,72.503451128124
"Region","Mountain Bioregion","VSCIVCPMI","65Pct",210,72.2486874777229,"",71.0168858359616,74.9694704831093
"Region","Mountain Bioregion","VSCIVCPMI","70Pct",229,74.4913430924045,"",72.0945446811108,75.9478871036249
"Region","Mountain Bioregion","VSCIVCPMI","75Pct",241,75.6859785297549,"",74.3288643720564,76.8613537419437
"Region","Mountain Bioregion","VSCIVCPMI","80Pct",253,76.8349134824588,"",75.6852313131565,77.7543203130783
"Region","Mountain Bioregion","VSCIVCPMI","85Pct",265,77.7236390278223,"",76.8266926936185,80.0482740567923
"Region","Mountain Bioregion","VSCIVCPMI","90Pct",276,79.9162689269551,"",79.1197507624943,81.7249531107426
"Region","Mountain Bioregion","VSCIVCPMI","95Pct",289,81.9622330124553,"",81.0881379228502,82.529737132573
"Region","Mountain Bioregion","VSCIVCPMI","99Pct",294,83.4436367926857,"",82.2882383742138,85.4
"Region","Mountain Bioregion","VSCIVCPMI","Mean",296,64.985248980482,"0.883494430274335",63.2536317166025,66.7168662443614
"Region","Mountain Bioregion","VSCIVCPMI","Variance",296,173.397042882826,"16.6189198512096",140.824558512498,205.969527253155
"Region","Mountain Bioregion","VSCIVCPMI","Std. Deviation",296,13.1680310936307,"0.631032829928843",11.9312294739078,14.4048327133537
"Region","Piedmont Bioregion","VSCIVCPMI","1Pct",1,20.3142657179104,"",18.105,23.7212664249948
"Region","Piedmont Bioregion","VSCIVCPMI","5Pct",13,32.8429730408868,"",23.6520609865334,37.0841482527615
"Region","Piedmont Bioregion","VSCIVCPMI","10Pct",25,38.1233205727518,"",33.9643421123652,39.9050062475535
"Region","Piedmont Bioregion","VSCIVCPMI","15Pct",38,40.6202715382477,"",38.3823119788977,43.3864508193204
"Region","Piedmont Bioregion","VSCIVCPMI","20Pct",51,43.4709706610253,"",40.4960393265748,47.1216879628617
"Region","Piedmont Bioregion","VSCIVCPMI","25Pct",71,47.0669164850708,"",43.433607008811,50.4354009416827
"Region","Piedmont Bioregion","VSCIVCPMI","30Pct",87,50.3423758494841,"",47.0479173046364,54.7245645417893
"Region","Piedmont Bioregion","VSCIVCPMI","35Pct",117,54.7142676606318,"",49.9367602280964,56.0670292877377
"Region","Piedmont Bioregion","VSCIVCPMI","40Pct",135,55.8651672823448,"",54.4522004736856,58.5070144539738
"Region","Piedmont Bioregion","VSCIVCPMI","45Pct",151,57.4912962627126,"",55.6674527495094,59.731018717906
"Region","Piedmont Bioregion","VSCIVCPMI","50Pct",168,59.681520378271,"",57.3299557983003,61.2140601325005
"Region","Piedmont Bioregion","VSCIVCPMI","55Pct",190,61.0957186936786,"",59.6318842516229,62.64264473277
"Region","Piedmont Bioregion","VSCIVCPMI","60Pct",204,62.3588516074764,"",61.0010359391702,65.1195641493529
"Region","Piedmont Bioregion","VSCIVCPMI","65Pct",234,64.7472446025597,"",62.2953244104887,66.2634813379068
"Region","Piedmont Bioregion","VSCIVCPMI","70Pct",250,66.2172741616313,"",64.5887478512036,67.8493387271054
"Region","Piedmont Bioregion","VSCIVCPMI","75Pct",271,67.8122303325185,"",66.0825506213433,69.0150641836604
"Region","Piedmont Bioregion","VSCIVCPMI","80Pct",288,69.0014920814249,"",67.8207586076134,70.082281830678
"Region","Piedmont Bioregion","VSCIVCPMI","85Pct",308,70.1296808581685,"",69.0579295335924,72.5056967894988
"Region","Piedmont Bioregion","VSCIVCPMI","90Pct",334,72.6007851114638,"",71.2959027571599,74.1203335656439
"Region","Piedmont Bioregion","VSCIVCPMI","95Pct",353,74.497674484306,"",73.6503015415945,75.4756339786731
"Region","Piedmont Bioregion","VSCIVCPMI","99Pct",367,77.9190685230922,"",75.2990896626519,79.74
"Region","Piedmont Bioregion","VSCIVCPMI","Mean",370,56.9617954074749,"0.853074746417819",55.2897996283753,58.6337911865744
"Region","Piedmont Bioregion","VSCIVCPMI","Variance",370,179.920039664823,"16.8466247717495",146.901261851134,212.938817478512
"Region","Piedmont Bioregion","VSCIVCPMI","Std. Deviation",370,13.413427588235,"0.627976132906022",12.1826169845884,14.6442381918815
"Region","Coast Bioregion","VSCIVCPMI","1Pct",1,14.15835219,"",14.15835219,20.3732166092989
"Region","Coast Bioregion","VSCIVCPMI","5Pct",1,14.5310847563688,"",14.15835219,24.7061347283467
"Region","Coast Bioregion","VSCIVCPMI","10Pct",2,21.4095366458516,"",14.15835219,40.9328695034788
"Region","Coast Bioregion","VSCIVCPMI","15Pct",3,26.5464064742214,"",14.15835219,44.1823850435416
"Region","Coast Bioregion","VSCIVCPMI","20Pct",8,42.5511075149405,"",19.3333983795356,46.5985236959128
"Region","Coast Bioregion","VSCIVCPMI","25Pct",10,43.9639170319654,"",25.2475173028696,47.0293240907592
"Region","Coast Bioregion","VSCIVCPMI","30Pct",13,46.3140110951656,"",34.4780722064776,47.75790701258
"Region","Coast Bioregion","VSCIVCPMI","35Pct",15,47.0110680472858,"",42.7484370085745,49.8467403166665
"Region","Coast Bioregion","VSCIVCPMI","40Pct",17,47.588947876755,"",43.9996257010479,50.8554986001276
"Region","Coast Bioregion","VSCIVCPMI","45Pct",18,48.3057725944637,"",46.3648394055925,52.8076056077701
"Region","Coast Bioregion","VSCIVCPMI","50Pct",20,49.9551749173772,"",47.0181285066435,57.147816377351
"Region","Coast Bioregion","VSCIVCPMI","55Pct",22,50.8821004572115,"",47.5753248120548,60.0931769914955
"Region","Coast Bioregion","VSCIVCPMI","60Pct",23,52.9189913940343,"",48.3974623059835,61.9103361733308
"Region","Coast Bioregion","VSCIVCPMI","65Pct",30,58.4891805430781,"",50.1534903193752,62.0617235115722
"Region","Coast Bioregion","VSCIVCPMI","70Pct",32,59.7939369129115,"",51.7786044945331,64.5418462863351
"Region","Coast Bioregion","VSCIVCPMI","75Pct",36,61.9118490057211,"",54.9782567154448,67.0186970955417
"Region","Coast Bioregion","VSCIVCPMI","80Pct",39,62.7743514882698,"",60.0505459820124,67.9603008795829
"Region","Coast Bioregion","VSCIVCPMI","85Pct",47,66.4592991196927,"",61.9184807629433,71.4619402628976
"Region","Coast Bioregion","VSCIVCPMI","90Pct",48,68.1665235140304,"",66.4649620653471,71.6181027778393
"Region","Coast Bioregion","VSCIVCPMI","95Pct",54,71.6231519790968,"",68.8360258894256,78.8956416608667
"Region","Coast Bioregion","VSCIVCPMI","99Pct",64,80.5012923357432,"",79.7260600065524,86.186851945605
"Region","Coast Bioregion","VSCIVCPMI","Mean",69,50.2085242430492,"2.37728582013826",45.5491296546205,54.867918831478
"Region","Coast Bioregion","VSCIVCPMI","Variance",69,253.402519827578,"53.7686711500599",148.017860876883,358.787178778273
"Region","Coast Bioregion","VSCIVCPMI","Std. Deviation",69,15.9186217942251,"1.68886075205223",12.6085155452995,19.2287280431507
"Region","First Order","VSCIVCPMI","1Pct",1,15.1894139389315,"",14.15835219,22.0151620609743
"Region","First Order","VSCIVCPMI","5Pct",6,27.7490760553532,"",20.3894483971002,36.1029253252405
"Region","First Order","VSCIVCPMI","10Pct",14,37.4889793457523,"",31.4347513263305,39.2638331601267
"Region","First Order","VSCIVCPMI","15Pct",20,39.6017208299093,"",37.4748472575843,43.8114231218042
"Region","First Order","VSCIVCPMI","20Pct",28,43.6843969386813,"",39.3593175213635,47.0668440909881
"Region","First Order","VSCIVCPMI","25Pct",35,47.0607247359514,"",43.3682686187024,50.2252670701293
"Region","First Order","VSCIVCPMI","30Pct",42,49.7948161572722,"",46.7637914090377,53.896987434171
"Region","First Order","VSCIVCPMI","35Pct",51,53.0993710701337,"",48.7769387247943,56.1755428453022
"Region","First Order","VSCIVCPMI","40Pct",58,55.7173333385602,"",51.2496711370299,59.510783173278
"Region","First Order","VSCIVCPMI","45Pct",66,58.721337738394,"",54.7282869556979,61.5726642987958
"Region","First Order","VSCIVCPMI","50Pct",72,61.1950116359834,"",57.4273542406382,63.7305697884186
"Region","First Order","VSCIVCPMI","55Pct",80,63.4509640931091,"",59.9964746897164,65.8946157806259
"Region","First Order","VSCIVCPMI","60Pct",87,65.3823865832092,"",62.0982687485654,67.670487498068
"Region","First Order","VSCIVCPMI","65Pct",95,67.0352629313921,"",65.1692083074881,68.9016229564763
"Region","First Order","VSCIVCPMI","70Pct",101,68.2296659533575,"",66.5412447226774,71.8347012624783
"Region","First Order","VSCIVCPMI","75Pct",108,71.5043750425165,"",68.0314637928383,73.697794709202
"Region","First Order","VSCIVCPMI","80Pct",115,73.04300488276,"",70.753776570224,75.2287860549095
"Region","First Order","VSCIVCPMI","85Pct",123,75.1190106888669,"",73.3170575261338,77.2207293576316
"Region","First Order","VSCIVCPMI","90Pct",132,77.2858750052787,"",75.2959151682141,79.6448111645355
"Region","First Order","VSCIVCPMI","95Pct",139,80.3685638905423,"",78.0578221865472,82.1701627487782
"Region","First Order","VSCIVCPMI","99Pct",146,82.4758124996743,"",81.9449525102592,84.8
"Region","First Order","VSCIVCPMI","Mean",148,58.4885219485448,"1.03793479190967",56.4542071381008,60.5228367589888
"Region","First Order","VSCIVCPMI","Variance",148,249.709505636773,"23.6144850919289",203.425965343134,295.993045930411
"Region","First Order","VSCIVCPMI","Std. Deviation",148,15.8021993923875,"0.747189821668269",14.3377342523028,17.2666645324722
"Region","Second Order","VSCIVCPMI","1Pct",1,26.0562224155,"",15.8967343,30.8472894242348
"Region","Second Order","VSCIVCPMI","5Pct",11,39.03665765725,"",33.230947691584,39.9722467716658
"Region","Second Order","VSCIVCPMI","10Pct",21,41.261039432,"",39.4263468084433,43.3191937262757
"Region","Second Order","VSCIVCPMI","15Pct",30,43.932374722,"",42.3206263736986,46.2336777112599
"Region","Second Order","VSCIVCPMI","20Pct",41,46.565225683,"",43.9998336731172,50.0780551118465
"Region","Second Order","VSCIVCPMI","25Pct",50,50.3590597795833,"",46.4573845580891,54.4268625338943
"Region","Second Order","VSCIVCPMI","30Pct",61,54.26375,"",50.0142761033722,55.5284902352988
"Region","Second Order","VSCIVCPMI","35Pct",71,55.5233007348333,"",53.8007070427558,57.2900733442411
"Region","Second Order","VSCIVCPMI","40Pct",80,57.1633333333333,"",55.4257326751012,59.8912331785105
"Region","Second Order","VSCIVCPMI","45Pct",91,59.89023101225,"",56.4301535827605,61.0720403380324
"Region","Second Order","VSCIVCPMI","50Pct",100,61.0519477575,"",59.8253975446085,62.199850992687
"Region","Second Order","VSCIVCPMI","55Pct",110,62.166013854,"",61.0414999626832,64.8719312461678
"Region","Second Order","VSCIVCPMI","60Pct",119,64.8424581329714,"",62.1547831290557,67.3371753252227
"Region","Second Order","VSCIVCPMI","65Pct",130,67.3365525135,"",64.7900633996522,68.8258048529011
"Region","Second Order","VSCIVCPMI","70Pct",140,68.7993333333334,"",67.3351134186827,70.4491918917963
"Region","Second Order","VSCIVCPMI","75Pct",152,70.39625,"",68.8071378936465,71.7103509766334
"Region","Second Order","VSCIVCPMI","80Pct",163,71.79425,"",70.5730205420683,73.5936435763717
"Region","Second Order","VSCIVCPMI","85Pct",175,73.7177916666667,"",71.9904407467166,75.2183374478399
"Region","Second Order","VSCIVCPMI","90Pct",185,76.043793207,"",74.2223008921662,76.6730448163882
"Region","Second Order","VSCIVCPMI","95Pct",195,77.3640922235,"",76.4839350648152,80.2600191989975
"Region","Second Order","VSCIVCPMI","99Pct",203,81.89524169395,"",80.4799023923334,85.4
"Region","Second Order","VSCIVCPMI","Mean",205,59.7933469197402,"0.700884356095022",58.4196388244664,61.167055015014
"Region","Second Order","VSCIVCPMI","Variance",205,169.912739459127,"13.107317058866",144.222870089803,195.602608828452
"Region","Second Order","VSCIVCPMI","Std. Deviation",205,13.0350580918969,"0.50277171633834",12.0496436354284,14.0204725483655
"Region","Third Order","VSCIVCPMI","1Pct",1,23.29795,"",21.365,29.7474836247743
"Region","Third Order","VSCIVCPMI","5Pct",8,37.9265,"",31.196169785015,41.0756897543049
"Region","Third Order","VSCIVCPMI","10Pct",16,43.588445751,"",39.164931050922,47.6746184612454
"Region","Third Order","VSCIVCPMI","15Pct",25,50.0886801795,"",43.9521233166721,51.3494945698386
"Region","Third Order","VSCIVCPMI","20Pct",33,51.410368771,"",50.5492663609708,52.8673257663746
"Region","Third Order","VSCIVCPMI","25Pct",42,53.0328184525,"",51.4262639963152,55.5772278533805
"Region","Third Order","VSCIVCPMI","30Pct",50,55.64654842,"",52.8748298409024,57.8335310368199
"Region","Third Order","VSCIVCPMI","35Pct",58,57.727404517,"",55.2904066043985,59.6299155714686
"Region","Third Order","VSCIVCPMI","40Pct",67,59.362331,"",57.6903377678766,60.9922161238381
"Region","Third Order","VSCIVCPMI","45Pct",75,60.7755,"",58.9436899906534,62.3115691110756
"Region","Third Order","VSCIVCPMI","50Pct",85,61.992418,"",60.4254397489477,63.549681486435
"Region","Third Order","VSCIVCPMI","55Pct",93,63.3334626463333,"",61.7161759251272,64.6296324896058
"Region","Third Order","VSCIVCPMI","60Pct",101,64.1423333333333,"",63.1931787570872,66.5250131274718
"Region","Third Order","VSCIVCPMI","65Pct",110,66.3349166666667,"",64.0444840745685,67.5165254499692
"Region","Third Order","VSCIVCPMI","70Pct",118,67.2863333333333,"",65.9497825107224,68.8992777580125
"Region","Third Order","VSCIVCPMI","75Pct",126,68.8497631741667,"",67.2037623216654,70.0780204137178
"Region","Third Order","VSCIVCPMI","80Pct",135,70.0054942093333,"",68.8626582509316,71.5470774457486
"Region","Third Order","VSCIVCPMI","85Pct",143,71.5981368841667,"",70.1565439278639,73.9009304199586
"Region","Third Order","VSCIVCPMI","90Pct",151,74.3015,"",72.0755371500122,77.3459266823722
"Region","Third Order","VSCIVCPMI","95Pct",160,77.6425833333333,"",76.0489071028846,79.6139441774924
"Region","Third Order","VSCIVCPMI","99Pct",168,80.0546816483,"",79.0748754204824,80.21793463
"Region","Third Order","VSCIVCPMI","Mean",170,60.5150829193021,"0.678630497496898",59.1849915853977,61.8451742532065
"Region","Third Order","VSCIVCPMI","Variance",170,137.840881621935,"14.0713542987013",110.261533982778,165.420229261093
"Region","Third Order","VSCIVCPMI","Std. Deviation",170,11.740565643185,"0.599262195977297",10.5660333217731,12.9150979645969
"Region","Fourth Order","VSCIVCPMI","1Pct",1,34.4134767682,"",33.13,41.9706104689103
"Region","Fourth Order","VSCIVCPMI","5Pct",6,46.1134542465,"",38.7256763328548,48.9048718398763
"Region","Fourth Order","VSCIVCPMI","10Pct",12,49.747129783,"",47.0107435130616,53.8576831222435
"Region","Fourth Order","VSCIVCPMI","15Pct",19,53.90425,"",49.8117549691821,55.5498963679986
"Region","Fourth Order","VSCIVCPMI","20Pct",25,55.563148676,"",53.8634617179604,58.7783799009997
"Region","Fourth Order","VSCIVCPMI","25Pct",31,58.5306774,"",55.282617939113,60.9718755104958
"Region","Fourth Order","VSCIVCPMI","30Pct",39,60.532560754,"",57.8468063062588,62.3849867430194
"Region","Fourth Order","VSCIVCPMI","35Pct",46,62.259368449,"",59.9339025125117,63.3581791374431
"Region","Fourth Order","VSCIVCPMI","40Pct",53,63.2556711155,"",61.4335336480732,64.8864169498566
"Region","Fourth Order","VSCIVCPMI","45Pct",59,64.444116488,"",62.6308722510759,66.3164667083209
"Region","Fourth Order","VSCIVCPMI","50Pct",66,65.88366467,"",63.8283730657239,68.2482672788568
"Region","Fourth Order","VSCIVCPMI","55Pct",74,67.7494951985,"",65.1903592778592,69.1563948804529
"Region","Fourth Order","VSCIVCPMI","60Pct",80,68.856748806,"",66.9772068574176,69.7271975110447
"Region","Fourth Order","VSCIVCPMI","65Pct",87,69.6634337455,"",68.5725601933703,70.3764241449898
"Region","Fourth Order","VSCIVCPMI","70Pct",94,70.205656294,"",69.4937993547257,71.102776114005
"Region","Fourth Order","VSCIVCPMI","75Pct",100,70.99400804,"",70.0013842589133,71.7561532493785
"Region","Fourth Order","VSCIVCPMI","80Pct",106,71.504112239,"",70.890811851593,73.1387569955302
"Region","Fourth Order","VSCIVCPMI","85Pct",113,73.082720917,"",71.4927563991978,74.1910408037653
"Region","Fourth Order","VSCIVCPMI","90Pct",120,74.139,"",73.1124040351081,75.6025943459348
"Region","Fourth Order","VSCIVCPMI","95Pct",126,75.792,"",74.8343526023971,80.7219377658076
"Region","Fourth Order","VSCIVCPMI","99Pct",131,81.626550437,"",79.7286934556211,81.90945824
"Region","Fourth Order","VSCIVCPMI","Mean",133,64.2411368069291,"0.671593454356694",62.9248378241372,65.5574357897211
"Region","Fourth Order","VSCIVCPMI","Variance",133,90.8077559553816,"10.4822619252543",70.2629001053676,111.352611805396
"Region","Fourth Order","VSCIVCPMI","Std. Deviation",133,9.52931036095381,"0.550001077108646",8.45132805836263,10.607292663545
"Region","Fifth Order","VSCIVCPMI","1Pct",1,39.42359798,"",39.42359798,42.5246566790156
"Region","Fifth Order","VSCIVCPMI","5Pct",3,43.9563386221427,"",39.42359798,47.3670523771874
"Region","Fifth Order","VSCIVCPMI","10Pct",6,48.1262300878821,"",43.7953069548501,51.826205471923
"Region","Fifth Order","VSCIVCPMI","15Pct",10,51.3074993925828,"",46.4669836448636,55.7707610802531
"Region","Fifth Order","VSCIVCPMI","20Pct",13,54.3920975095197,"",49.5818127995669,57.7461174990479
"Region","Fifth Order","VSCIVCPMI","25Pct",17,57.0812480918979,"",53.9149945082543,59.4224442648841
"Region","Fifth Order","VSCIVCPMI","30Pct",20,58.4737001989773,"",55.8635422080641,61.0444744635293
"Region","Fifth Order","VSCIVCPMI","35Pct",24,60.2887893517775,"",57.543701760509,62.6561842858315
"Region","Fifth Order","VSCIVCPMI","40Pct",28,62.1149998012672,"",58.5250700562618,63.3498449150438
"Region","Fifth Order","VSCIVCPMI","45Pct",32,62.7996086694667,"",60.5744817261635,65.2926960036862
"Region","Fifth Order","VSCIVCPMI","50Pct",35,63.373872838466,"",62.3104860546663,67.3993309333144
"Region","Fifth Order","VSCIVCPMI","55Pct",39,65.5878132613085,"",62.8036769035999,68.3736885710286
"Region","Fifth Order","VSCIVCPMI","60Pct",42,67.4113543237049,"",63.3949977750916,69.5445269851094
"Region","Fifth Order","VSCIVCPMI","65Pct",46,68.3749999658094,"",66.0746483334701,70.7998649203358
"Region","Fifth Order","VSCIVCPMI","70Pct",49,69.6115402258889,"",67.4808193180476,71.6372844490271
"Region","Fifth Order","VSCIVCPMI","75Pct",53,70.8394763875415,"",68.4055083019666,74.4436437263208
"Region","Fifth Order","VSCIVCPMI","80Pct",57,72.2024400847785,"",69.947475758496,75.400335547177
"Region","Fifth Order","VSCIVCPMI","85Pct",61,74.4522418351424,"",71.6082233344915,78.171120722008
"Region","Fifth Order","VSCIVCPMI","90Pct",66,77.3156174795352,"",74.4505498709485,80.3474251210999
"Region","Fifth Order","VSCIVCPMI","95Pct",69,80.1250771249097,"",78.1848569230655,84.3081579928978
"Region","Fifth Order","VSCIVCPMI","99Pct",72,86.6584014652292,"",81.1748022385164,88.14
"Region","Fifth Order","VSCIVCPMI","Mean",73,63.8760314706795,"0.996281341651268",61.9233559225738,65.8287070187853
"Region","Fifth Order","VSCIVCPMI","Variance",73,113.701812067705,"13.6484990494828",86.9512454876899,140.452378647721
"Region","Fifth Order","VSCIVCPMI","Std. Deviation",73,10.6631051794356,"0.639987077863807",9.40875355625146,11.9174568026196
"Region","<1 square mile","VSCIVCPMI","1Pct",1,14.15835219,"",14.15835219,19.787935263365
"Region","<1 square mile","VSCIVCPMI","5Pct",3,23.5924649446561,"",14.15835219,30.7350715266765
"Region","<1 square mile","VSCIVCPMI","10Pct",6,33.3594146207246,"",23.3370863180649,40.7628252031741
"Region","<1 square mile","VSCIVCPMI","15Pct",10,39.9018163693337,"",28.1264660094796,47.5196348874037
"Region","<1 square mile","VSCIVCPMI","20Pct",14,46.1532926251862,"",38.0961454379339,53.2749053636389
"Region","<1 square mile","VSCIVCPMI","25Pct",18,49.8732986635109,"",43.1294272223505,54.9861716874261
"Region","<1 square mile","VSCIVCPMI","30Pct",24,54.57519149837,"",46.4024187623523,58.2320812224612
"Region","<1 square mile","VSCIVCPMI","35Pct",28,55.9553403714527,"",49.9906536945908,59.8409264017028
"Region","<1 square mile","VSCIVCPMI","40Pct",32,58.638997349235,"",54.6541162525641,62.1033723492737
"Region","<1 square mile","VSCIVCPMI","45Pct",35,59.9944822915532,"",56.048383083621,63.7291018537759
"Region","<1 square mile","VSCIVCPMI","50Pct",39,62.3178776494462,"",58.8809532510168,66.5488346425988
"Region","<1 square mile","VSCIVCPMI","55Pct",43,63.923609175503,"",61.3846355995457,67.9465531292615
"Region","<1 square mile","VSCIVCPMI","60Pct",48,67.3466491957759,"",63.2127401799388,69.5510642079914
"Region","<1 square mile","VSCIVCPMI","65Pct",52,68.4064512356798,"",65.2444311159044,73.02310316944
"Region","<1 square mile","VSCIVCPMI","70Pct",56,70.6546557461505,"",67.8077046986585,74.6168992377715
"Region","<1 square mile","VSCIVCPMI","75Pct",61,73.4923417272858,"",68.8122513903136,75.6861366185286
"Region","<1 square mile","VSCIVCPMI","80Pct",64,74.9457220140204,"",72.6201862583815,77.493091246366
"Region","<1 square mile","VSCIVCPMI","85Pct",68,76.123713878032,"",74.5783945119651,79.6275483263981
"Region","<1 square mile","VSCIVCPMI","90Pct",72,79.250787789669,"",75.6874074234304,81.9295854534121
"Region","<1 square mile","VSCIVCPMI","95Pct",77,81.3917756299519,"",79.5254084977571,83.0646537858168
"Region","<1 square mile","VSCIVCPMI","99Pct",81,83.2407508119146,"",82.0717785744092,84.8
"Region","<1 square mile","VSCIVCPMI","Mean",82,59.9455938799396,"1.58086612390791",56.8471532127006,63.0440345471785
"Region","<1 square mile","VSCIVCPMI","Variance",82,283.798917551508,"41.136293229712",203.173264363793,364.424570739222
"Region","<1 square mile","VSCIVCPMI","Std. Deviation",82,16.8463324658962,"1.22092726452445",14.4533589996853,19.2393059321071
"Region","1 to 10 square mile","VSCIVCPMI","1Pct",2,21.9043740485702,"",21.4015032478631,24.0881943346193
"Region","1 to 10 square mile","VSCIVCPMI","5Pct",14,36.6430606992734,"",32.1033288002944,37.855276108869
"Region","1 to 10 square mile","VSCIVCPMI","10Pct",21,38.9297118593963,"",37.2260895493075,41.0552031950526
"Region","1 to 10 square mile","VSCIVCPMI","15Pct",32,41.2095744163721,"",39.0823819078716,44.001820470251
"Region","1 to 10 square mile","VSCIVCPMI","20Pct",46,44.1607526061292,"",41.1522094548069,47.0580082274081
"Region","1 to 10 square mile","VSCIVCPMI","25Pct",58,47.0386730966173,"",43.7264350753509,49.9604880638695
"Region","1 to 10 square mile","VSCIVCPMI","30Pct",65,48.73594626766,"",46.8696903557704,52.8939924635722
"Region","1 to 10 square mile","VSCIVCPMI","35Pct",80,52.2210023060861,"",48.0017575473918,55.5209143896
"Region","1 to 10 square mile","VSCIVCPMI","40Pct",94,55.0169022258921,"",50.8812814373423,57.5941130986574
"Region","1 to 10 square mile","VSCIVCPMI","45Pct",108,56.6317193458377,"",54.4829820100555,60.461558843475
"Region","1 to 10 square mile","VSCIVCPMI","50Pct",124,59.9444027915095,"",56.3671156364075,61.9556931277771
"Region","1 to 10 square mile","VSCIVCPMI","55Pct",138,61.5940902730273,"",59.6540446559504,65.1055935539924
"Region","1 to 10 square mile","VSCIVCPMI","60Pct",153,64.6171099542014,"",61.2813832391403,65.8441468681703
